text,reading,english,level,length,kanji_ratio
一度失った名声を取り戻すには、何倍もの努力と時間が必要だ。,いちどうしなっためいせいをとりもどすには、なんばいものどりょくとじかんがひつようだ。,It takes many times of effort and time to regain the fame you once lost.,N2,29,0.52
彼女がそこにいるだけで、殺風景な部屋が華やいで見える。,かのじょがそこにいるだけで、さっぷうけいなへやがはなやいでみえる。,Just because she's there doesn't mean she can't see the bloody room.,N2,27,0.33
不況の波が押し寄せる中にあって、彼は冷静に判断を下した。,ふきょうのなみがおしよせるなかにあって、かれはれいせいにはんだんをくだした。,"In the midst of a wave of depression, he made a cool decision.",N2,28,0.43
彼は嘘をつくどころか、都合の悪い真実も正直に明かす。,かれはうそをつくどころか、つごうのわるいしんじつもしょうじきにあかす。,"Far from lying, he is honest with the bad truth.",N2,26,0.38
病気が完治したとは言えないまでも、通常の生活は送れる。,びょうきがかんちしたとはいえないまでも、つうじょうのせいかつはおくれる。,"Even if you can't say that your illness has been cured, you can live a normal life.",N2,27,0.37
たとえ周囲に否定されても、私は自分の真理を追い求める。,たとえしゅういにひていされても、わたくしはじぶんのしんりをおいもとめる。,"Even if I'm rejected by my surroundings, I want to pursue my own truth.",N2,27,0.41
彼女の優しさは、傷ついた心に再生への勇気を与えてくれる。,かのじょのやさしさは、きずついたこころにさいせいへのゆうきをあたえてくれる。,Her kindness gives the wounded heart the courage to rebuild.,N2,28,0.36
プロとして活動する以上、言い訳は一切通用しない厳しい世界だ。,ぷろとしてかつどうするいじょう、いいわけはいっさいつうようしないきびしいせかいだ。,It's a tough world where no excuses exist except for professional activity.,N2,30,0.43
窓の外に広がる地平線を見つめていると、悩みなど小さく感じる。,まどのそとにひろがるちへいせんをみつめていると、なやみなどちいさくかんじる。,Looking at the horizon outside the window makes me feel small.,N2,30,0.33
一度きりの人生、自らの足で歩み、自らの色で人生を描きたい。,いちどきりのじんせい、みずからのあしであゆみ、みずからのいろでじんせいをえがきたい。,I want to walk on my own feet and paint my life in my own color.,N2,29,0.41
君の不撓不屈の努力をもってすれば、障壁も突破できるはずだ。,きみのふとうふくつのどりょくをもってすれば、しょうへきもとっぱできるはずだ。,"With your persistent effort, you should be able to break through the barrier.",N2,29,0.38
彼は聴衆を感嘆させずにはおかない、知性溢れるスピーチをした。,かれはちょうしゅうをかんたんさせずにはおかない、ちせいあふれるすぴーちをした。,He gave an intelligent speech that had to impress the audience.,N2,30,0.27
環境問題は人類の存亡に関わる危機であり、行動が必要だ。,かんきょうもんだいはじんるいのそんぼうにかかわるききであり、こうどうがひつようだ。,"Environmental issues are a threat to the survival of the human race, and need to act.",N2,27,0.56
あの時別の選択をしていれば、今の私はここにはいなかったろう。,あのときべつのせんたくをしていれば、いまのわたくしはここにはいなかったろう。,If I had made another choice then I wouldn't be here now.,N2,30,0.2
彼はまるでお見通しだと言わんばかりに、私の真意を突いた。,かれはまるでおみとおしだといわんばかりに、わたくしのしんいをついた。,"He took me seriously, as if he knew what I was doing.",N2,28,0.29
自らの可能性に蓋をしない限り、道はどこまでも続いている。,みずからのかのうせいにふたをしないかぎり、みちはどこまでもつづいている。,"As long as we don't cover our own possibilities, the road goes on and on.",N2,28,0.29
彼の言葉には、迷いの中にいる人を導く力強い響きがある。,かれのことばには、まよいのなかにいるひとをみちびくちからづよいひびきがある。,His words have a powerful sense of direction to those who are in error.,N2,27,0.37
幾多の苦難を乗り越えた末に、ようやく目的の地に到達した。,いくたのくなんをのりこえたすえに、ようやくもくてきのちにとうたつした。,"After many hardships, we finally reached our destination.",N2,28,0.43
彼女が穏やかに微笑んだのには、深い安堵の理由があった。,かのじょがおだやかにほほえんだのには、ふかいあんどのりゆうがあった。,She smiled calmly for reasons of deep relief.,N2,27,0.37
不況という名の試練を糧に、企業はさらに強固な組織へ進化する。,ふきょうというなのしれんをかてに、きぎょうはさらにきょうこなそしきへしんかする。,The company will evolve into a stronger organization under the trial of the recession.,N2,30,0.47
彼は急用があるという名分を立てて、会議を欠席した。,かれはきゅうようがあるというめいぶんをたてて、かいぎをけっせきした。,He was absent from the meeting in the name of urgent business.,N2,25,0.4
このアパートは不便なものの、静寂に包まれていて快適だ。,このあぱーとはふべんなものの、せいじゃくにつつまれていてかいてきだ。,"This apartment is uncomfortable, but it's quiet and comfortable.",N2,27,0.26
田中さんの協力なしには、この壮大な企画は成功しなかった。,たなかさんのきょうりょくなしには、このそうだいなきかくはせいこうしなかった。,"Without Mr. Tanaka's cooperation, this grand project did not succeed.",N2,28,0.36
彼はまるで自分のミスであるかのように、責任を一身に背負った。,かれはまるでじぶんのみすであるかのように、せきにんをいっしんにせおった。,He took responsibility for himself as if it were his fault.,N2,30,0.3
一度約束を交わしたからには、何があっても違えることはない。,いちどやくそくをかわしたからには、なんがあってもちがえることはない。,"Once we have made a promise, nothing can make a difference.",N2,29,0.24
不注意による軽率な行動が、取り返しのつかない悲劇を招く。,ふちゅういによるけいそつなこうどうが、とりかえしのつかないひげきをまねく。,Discretion by carelessness leads to irrevocable tragedy.,N2,28,0.43
彼は実力の高さもさることながら、その謙虚な姿勢が敬われている。,かれはじつりょくのたかさもさることながら、そのけんきょなしせいがうやまわれている。,His humble attitude is respected in spite of his great strength.,N2,31,0.29
不況の真っ只中にあっても、独自の価値を提供する企業は強い。,ふきょうのまっただなかにあっても、どくじのかちをていきょうするきぎょうはつよい。,"Even in the middle of the recession, the company that provides its own value is strong.",N2,29,0.48
子供の純粋な疑問とはいえ、大人が答えに窮することもある。,こどものじゅんすいなぎもんとはいえ、おとながこたえにきゅうすることもある。,A child's pure question can be difficult for adults to answer.,N2,28,0.36
彼は一流の職人だけあって、道具の手入れ一つとっても完璧だ。,かれはいちりゅうのしょくにんだけあって、どうぐのていれひとつとってもかんぺきだ。,"He's only a leading craftsman, and he's perfect for every tool he's made.",N2,29,0.41
合格できるかどうかは、君の血の滲むような努力いかんだ。,ごうかくできるかどうかは、きみのちのにじむようなどりょくいかんだ。,Whether you can pass or not is an effort in which your blood will bleed.,N2,27,0.26
彼は何事にも動じない、嵐の中の灯台のような不動の存在だ。,かれはなにごとにもどうじない、あらしのなかのとうだいのようなふどうのそんざいだ。,"He is firm, like a lighthouse in a storm.",N2,28,0.43
彼女の言葉の端々に漂う憂いから推察するに、苦悩があるようだ。,かのじょのことばのはしばしにただよううれいからすいさつするに、くのうがあるようだ。,"From the sadness that drifts at the end of her words, it seems that there is distress.",N2,30,0.37
この問題は非常に多角的な視点が必要で、解決には時間を要する。,このもんだいはひじょうにたかくてきなしてんがひつようで、かいけつにはじかんをようする。,"This problem requires a very broad perspective, and it takes time to resolve it.",N2,30,0.53
景気が落ち込む一方で、新しい価値観のビジネスが胎動している。,けいきがおちこむいっぽうで、あたらしいかちかんのびじねすがたいどうしている。,"While the economy is on the decline, the business of new values is on the rise.",N2,30,0.4
窓を叩く雨音に耳を傾けながら、一晩中考えを巡らせた。,まどをたたくあまおとにみみをかたむけながら、いちばんちゅうかんがえをめぐらせた。,I spent the whole night listening to the rain beating on the windows.,N2,26,0.42
彼は創作に没頭するあまり、世俗的な欲望を一切捨ててしまった。,かれはそうさくにぼっとうするあまり、せぞくてきなよくぼうをいちきりすててしまった。,He was so absorbed in his creation that he threw away all worldly desires.,N2,30,0.43
実際に自分の目で確かめないことには、真実を語ることはできない。,じっさいにじぶんのめでたしかめないことには、しんじつをかたることはできない。,You can't tell the truth unless you actually see it with your own eyes.,N2,31,0.29
彼はまるで世界の中心にいるかのように振る舞い、周囲を翻弄した。,かれはまるでせかいのちゅうしんにいるかのようにふるまい、しゅういをほんろうした。,He acted and played around as if he were in the center of the world.,N2,31,0.35
この書物は数世紀前のものであるものの、内容は今なお示唆的だ。,このしょもつはすうせいきまえのものであるものの、ないようはいまなおしさてきだ。,"This book is centuries old, but its contents are still suggested.",N2,30,0.4
日本での生活が長くなるにつれて、和の精神をより深く愛するようになった。,にっぽんでのせいかつがながくなるにつれて、わのせいしんをよりふかくあいするようになった。,"As life in Japan grew longer, I came to love the spirit of peace more deeply.",N2,35,0.29
一度崩壊した信頼関係を再構築するには、並大抵の献身では足りない。,いちどほうかいしたしんらいかんけいをさいこうちくするには、なみたいていのけんしんではたりない。,A typical dedication is not enough to rebuild a once broken trust relationship.,N2,32,0.53
彼女がそこに佇んでいるだけで、空気が浄化されるような錯覚を覚える。,かのじょがそこにたたずんでいるだけで、くうきがじょうかされるようなさっかくをおぼえる。,Just because she's in there doesn't give you the illusion that the air will be cleaned up.,N2,33,0.3
不況の波が押し寄せる過酷な状況下で、彼は反撃の機会を狙っていた。,ふきょうのなみがおしよせるかこくなじょうきょうかで、かれははんげきのきかいをねらっていた。,He was looking for a chance to fight back under the harsh climate of the recession.,N2,32,0.5
彼は嘘をつかないどころか、自らの誇りのために不利益な真実も語る。,かれはうそをつかないどころか、みずからのほこりのためにふりえきなしんじつもかたる。,"He doesn't lie, but because of his pride, he also tells poor truth.",N2,32,0.31
病気が完治したとは言えないまでも、日常生活を送るには十分回復した。,びょうきがかんちしたとはいえないまでも、にちじょうせいかつをおくるにはじゅうぶんかいふくした。,"Not to say that my illness has been cured, I've recovered enough to live my daily life.",N2,33,0.42
たとえ世の中に否定されようとも、私は自らの良心の道を歩み続ける。,たとえよのなかにひていされようとも、わたくしはみずからのりょうしんのみちをあゆみつづける。,"Even if it is denied in the world, I will continue to follow the path of my own conscience.",N2,32,0.34
彼女の優しさは、孤独な魂に希望という名の温もりを吹き込んでくれる。,かのじょのやさしさは、こどくなたましいにきぼうというなのぬくもりをふきこんでくれる。,Her kindness fills a lonely soul with the warmth of hope.,N2,33,0.36
プロとして活動する以上、現状に甘んじることなく進化し続けるべきだ。,ぷろとしてかつどうするいじょう、げんじょうにあまんじることなくしんかしつづけるべきだ。,"After you act as a professional, you should continue to evolve without resorting to the status quo.",N2,33,0.3
窓の外の地平線を見つめていると、自らの悩みがいかに些細か痛感する。,まどのそとのちへいせんをみつめていると、みずからのなやみがいかにささいかつうかんする。,"Looking at the horizon outside the window, how little my own troubles feel!",N2,33,0.36
一度きりの人生、誰かが引いたレールではなく自らの手で道を切り拓きたい。,いちどきりのじんせい、だれかがひいたれーるではなくみずからのてでみちをきりひらきたい。,"I want to work my way through life once, not with a rail pulled by someone, but with my own hands.",N2,35,0.31
君の強靭な意志と圧倒的な努力をもってすれば、目標も成就できるはずだ。,きみのきょうじんないしとあっとうてきなどりょくをもってすれば、もくひょうもじょうじゅできるはずだ。,"With your strong will and overwhelming effort, you should be able to achieve your goals.",N2,34,0.41
彼は心の琴線に触れずにはおかない、魂の叫びとも言える演説を行った。,かれはこころのきんせんにふれずにはおかない、たましいのさけびともいえるえんぜつをおこなった。,He had to touch the heartline and made a speech that could be called the cry of the soul.,N2,33,0.33
環境問題は人類の存亡に関わる危機であり、今すぐ行動を起こすべきだ。,かんきょうもんだいはじんるいのそんぼうにかかわるききであり、いますぐこうどうをおこすべきだ。,"The environmental problem is a threat to the survival of the human race, and we should act now.",N2,33,0.45
あの時あの分かれ道で別の選択をしていれば、今の私はなかっただろう。,あのときあのわかれみちでべつのせんたくをしていれば、いまのわたくしはなかっただろう。,"If I had made another choice on that divided road then, then I wouldn't be here right now.",N2,33,0.24
彼はまるでお見通しかのように、私の言葉の裏に潜む動揺を見抜いた。,かれはまるでおみとおしかのように、わたくしのことばのうらにひそむどうようをみぬいた。,He saw the turmoil in the back of my words as if he could see it.,N2,32,0.38
自らの可能性を信じ続ける限り、未来への扉は次々と開かれるだろう。,みずからのかのうせいをしんじつづけるかぎり、みらいへのとびらはつぎつぎとひらかれるだろう。,"As long as you continue to believe in your own potential, the doors to the future will be opened one after another.",N2,32,0.38
彼の言葉には、暗闇を彷徨う人に光を差し込むような勇気と知恵がある。,かれのことばには、くらやみをさまようひとにひかりをさしこむようなゆうきとちえがある。,His words have the courage and wisdom to shed light on those who wander in the dark.,N2,33,0.45
幾多の試練を乗り越えた末に、ようやく新しい時代の幕を開けた。,いくたのしれんをのりこえたすえに、ようやくあたらしいじだいのまくをあけた。,"After many trials, the dawn of a new era was finally opened.",N2,30,0.4
彼女が穏やかに微笑んだのには、長年の夢が現実になった深い感慨があった。,かのじょがおだやかにほほえんだのには、ながねんのゆめがげんじつになったふかいかんがいがあった。,She smiled calmly and had a deep feeling that her long dream had come true.,N2,35,0.37
不況の冬を耐え抜いたからこそ、春に咲く花はいっそう美しいのだ。,ふきょうのふゆをたえぬいたからこそ、はるにさくはなはいっそううつくしいのだ。,"Having survived the depression winter, it is only because the flowers bloom in spring that are even more beautiful.",N2,31,0.29
彼はどうしても断れない用があるという名分を立て、会議を欠席した。,かれはどうしてもことわれないようがあるというめいぶんをたて、かいぎをけっせきした。,He made a name for himself and absented himself from the meeting.,N2,32,0.31
このアパートは日当たりが悪いものの、静寂に包まれた最高の環境だ。,このあぱーとはひあたりがわるいものの、せいじゃくにつつまれたさいこうのかんきょうだ。,"This apartment is the best in a quiet, sunny environment, although it's a bad day.",N2,32,0.31
田中さんの無私無欲な協力なしには、この成功は決してあり得なかった。,たなかさんのむしむよくなきょうりょくなしには、このせいこうはけっしてありえなかった。,"Without Mr Tanaka's unselfish cooperation, this success could never have happened.",N2,33,0.36
彼はまるで自らの過失であるかのように責任を背負い、一言も弁明しなかった。,かれはまるでみずからのかしつであるかのようにせきにんをせおい、ひとこともべんめいしなかった。,"He held himself responsible as if it were his fault, and he didn't give a single word.",N2,36,0.33
一度固く誓い合ったからには、天地が覆ろうともその約束を違えない。,いちどかたくちかいあったからには、てんちがくつがえろうともそのやくそくをちがえない。,"Once we made a firm commitment, even if the heavens and the earth were over, we wouldn't break that promise.",N2,32,0.34
一時の軽率な行動が、取り返しのつかない悲劇を招くことを銘記すべきだ。,いちじのけいそつなこうどうが、とりかえしのつかないひげきをまねくことをめいきすべきだ。,It should be remembered that a temporary rash act can lead to an irrevocable tragedy.,N2,34,0.38
彼は、実力の高さもさることながら、その飽くなき探究心が尊敬を集めている。,かれは、じつりょくのたかさもさることながら、そのあくなきたんきゅうしんがそんけいをあつめている。,"He's got a lot of real strength, but he's got a lot of curiosity and a lot of respect for it.",N2,36,0.31
不況の真っ只中にあっても、独自の価値を提供する企業には未来がある。,ふきょうのまっただなかにあっても、どくじのかちをていきょうするきぎょうにはみらいがある。,"Even in the middle of the recession, the company that provides its own value has a future.",N2,33,0.45
子供の何気ない一言とはいえ、大人たちの虚飾を剥ぎ取ることがある。,こどものなんげないひとこととはいえ、おとなたちのきょしょくをはぎとることがある。,A casual word from a child can strip off the illusions of adults.,N2,32,0.38
彼は一流の職人だけあって、細部へのこだわりが尋常ではない完璧主義者だ。,かれはいちりゅうのしょくにんだけあって、さいぶへのこだわりがじんじょうではないかんぺきしゅぎしゃだ。,He's a perfectionist who's only a leading craftsman and whose obsession with detail is unusual.,N2,35,0.4
合格できるかどうかは、ひとえに君のこれまでの積み重ねいかんだ。,ごうかくできるかどうかは、ひとえにきみのこれまでのつみかさねいかんだ。,"Whether you can pass or not is, in fact, your last pile.",N2,31,0.16
彼は何事にも動じず冷静沈着な判断を下す、灯台のような頼もしい存在だ。,かれはなにごとにもどうじずれいせいちんちゃくなはんだんをくだす、とうだいのようなたのもしいそんざいだ。,"He's like a lighthouse to make cool, calm judgments without moving anything.",N2,34,0.47
彼女の言葉の端々に漂う憂いから、心に深い葛藤があることは想像に難くない。,かのじょのことばのはしばしにただよううれいから、こころにふかいかっとうがあることはそうぞうにかたくない。,It's not hard to imagine deep conflict in her heart because of the grief that drifts at the end of her words.,N2,36,0.39
この問題は多角的な視点が必要であり、一朝一夕に解けるほど単純ではない。,このもんだいはたかくてきなしてんがひつようであり、いっちょういっせきにとけるほどたんじゅんではない。,"This problem requires a multi-sided perspective, and it's not so simple as to solve it overnight.",N2,35,0.46
不況が続く一方で、新しい価値観に基づいた持続可能なビジネスが始まっている。,ふきょうがつづくいっぽうで、あたらしいかちかんにもとづいたじぞくかのうなびじねすがはじまっている。,"While the recession continues, sustainable business based on new values has begun.",N2,37,0.41
窓を叩く激しい雨音を聞きながら、過去の思い出を静かに振り返った。,まどをたたくはげしいあまおとをききながら、かこのおもいでをしずかにふりかえった。,"As I listened to the heavy rain beating on the window, I quietly looked back at past memories.",N2,32,0.41
彼は創作に没頭するあまり、世俗的な欲望すら超越した雰囲気を纏っている。,かれはそうさくにぼっとうするあまり、せぞくてきなよくぼうすらちょうえつしたふんいきをまとっている。,He is so absorbed in his creation that even worldly desires go beyond that.,N2,35,0.46
実際に自分の目で確かめないことには、その土地の真の魅力は理解できない。,じっさいにじぶんのめでたしかめないことには、そのとちのしんのみりょくはりかいできない。,"If you don't actually see it with your own eyes, you can't understand the true charm of the land.",N2,35,0.37
彼はまるで全能の神であるかのように振る舞ったが、その目はどこか悲しげだった。,かれはまるでぜんのうのかみであるかのようにふるまったが、そのめはどこかかなしげだった。,"He acted as if he were an almighty God, but his eyes were sad somewhere.",N2,38,0.21
この古典は数千年前のものであるものの、記されている思想は今なお普遍的だ。,このこてんはすうせんねんまえのものであるものの、しるされているしそうはいまなおふへんてきだ。,"Although this classic is thousands of years old, the ideas written are still universal.",N2,36,0.36
異国での生活が長くなるにつれて、自国を客観的に見つめ直す広い視野を得た。,いこくでのせいかつがながくなるにつれて、じこくをきゃっかんてきにみつめなおすひろいしやをえた。,"As life in a foreign country grew longer, I got a wide view of my country from an objective perspective.",N2,36,0.44
一度崩壊した信頼を再構築するには、計り知れない忍耐と誠実さが必要だ。,いちどほうかいしたしんらいをさいこうちくするには、はかりしれないにんたいとせいじつさがひつようだ。,It takes unfathomable patience and sincerity to rebuild once broken trust.,N2,34,0.5
彼女がそこに佇んでいるだけで、殺伐とした空気が一瞬で浄化されるようだ。,かのじょがそこにたたずんでいるだけで、さつばつとしたくうきがいっしゅんでじょうかされるようだ。,"It seems that just because she's standing there, the forested air will be cleaned up in an instant.",N2,35,0.31
不況の嵐が吹き荒れる状況下で、彼は虎視眈々と反撃の機会を狙っていた。,ふきょうのあらしがふきあれるじょうきょうかで、かれはこしたんたんとはんげきのきかいをねらっていた。,"Under the storm of the recession, he was looking for a chance to fight back.",N2,34,0.5
彼は嘘をつかないどころか、信念のために不利益な真実を語ることも厭わない。,かれはうそをつかないどころか、しんねんのためにふりえきなしんじつをかたることもいとわない。,"Far from being a liar, he is willing to tell a profitless truth for his beliefs.",N2,36,0.31
病気が完治したとは言えないまでも、日常生活に支障がないまでに回復した。,びょうきがかんちしたとはいえないまでも、にちじょうせいかつにししょうがないまでにかいふくした。,"Not to say that my illness was cured, I recovered to the point where my daily life was intact.",N2,35,0.37
たとえ世界に否定されようとも、私は自らの良心が指す正義の道を歩み続ける。,たとえせかいにひていされようとも、わたくしはみずからのりょうしんがさすせいぎのみちをあゆみつづける。,"Even though the world will deny me, I will continue to follow the path of justice in which my conscience points.",N2,36,0.39
彼女の優しさは、孤独な魂に希望という名の温もりを吹き込んでくれる力がある。,かのじょのやさしさは、こどくなたましいにきぼうというなのぬくもりをふきこんでくれるちからがある。,Her kindness has the power to breathe hope into lonely souls.,N2,37,0.35
プロとして活動する以上、現状に満足せず進化し続ける覚悟が必要不可欠だ。,ぷろとしてかつどうするいじょう、げんじょうにまんぞくせずしんかしつづけるかくごがひつようふかけつだ。,"After acting as a professional, it is essential that you be prepared to continue to evolve, not content with what you are.",N2,35,0.51
窓の外に広がる地平線を見ていると、自らの悩みが如何に些細か痛感させられる。,まどのそとにひろがるちへいせんをみていると、みずからのなやみがいかにささいかつうかんさせられる。,"Looking at the horizon outside the window, how little I can feel my own troubles.",N2,37,0.41
彼のあまりに滑稽な姿を見て、笑わずにはいられなかった。,かれのあまりにこっけいなすがたをみて、わらわずにはいられなかった。,I couldn't help laughing at the way he looked so funny.,N2,27,0.22
時代の変化につれて、人々の価値観も多様化してきた。,じだいのへんかにつれて、ひとびとのかちかんもたようかしてきた。,"As the times changed, so have people's values.",N2,25,0.44
鍵を紛失してしまったので、家の中に入ろうにも入りようがない。,かぎをふんしつしてしまったので、いえのなかにはいろうにもはいりようがない。,"Having lost the key, I can't even enter the house.",N2,30,0.23
今後の日本経済を語る上で、少子高齢化問題は抜きにしては語れない。,こんごのにっぽんけいざいをかたるうえで、しょうしこうれいかもんだいはぬきにしてはかたれない。,"In speaking of the Japanese economy in the future, I can't speak of the problem of senile aging without it.",N2,32,0.53
目的地までは、車で行かないまでも、自転車くらいは使うべきだ。,もくてきちまでは、くるまでいかないまでも、じてんしゃくらいはつかうべきだ。,You should use a bicycle at least if you don't have to drive to your destination.,N2,30,0.3
あの時あんなことを言わなければよかったと、後悔してもしきれない。,あのときあんなことをいわなければよかったと、こうかいしてもしきれない。,I can't regret having said such a thing at that time.,N2,32,0.12
彼は、まるで自分の失敗などなかったかのように振る舞っている。,かれは、まるでじぶんのしっぱいなどなかったかのようにふるまっている。,He behaves as if he had never made a mistake.,N2,30,0.23
一度引き受けた以上は、どんなに困難でも最後までやり遂げる。,いちどひきうけたいじょうは、どんなにこんなんでもさいごまでやりとげる。,"Once I've accepted, I'll finish up with no matter how difficult it is.",N2,29,0.38
このアパートは駅から遠い反面、静かで環境は非常に良い。,このあぱーとはえきからとおいはんめん、しずかでかんきょうはひじょうによい。,"This apartment is far from the station, but quiet and environment is very good.",N2,27,0.37
不景気であるにもかかわらず、その高級レストランは常に満席だ。,ふけいきであるにもかかわらず、そのこうきゅうれすとらんはつねにまんせきだ。,"Despite the recession, the expensive restaurant is always full.",N2,30,0.27
専門家の意見を聞いた上で、最終的な判断を下すべきだ。,せんもんかのいけんをきいたうえで、さいしゅうてきなはんだんをくだすべきだ。,"After hearing the expert's opinion, you should make the final decision.",N2,26,0.5
彼はスポーツ万能なばかりか、複数の言語を操る才人でもある。,かれはすぽーつばんのうなばかりか、ふくすうのげんごをあやつるさいじんでもある。,He is not only a athletic genius but also a clever man who manipulates multiple languages.,N2,29,0.34
窓の外を見ると、いつの間にか雪が降り積もっているではないか。,まどのそとをみると、いつのあいだにかゆきがふりつもっているではないか。,"Looking out the window, I'm afraid it's starting to snow.",N2,30,0.23
君の実力をもってすれば、この程度の難問はすぐに解決できるだろう。,きみのじつりょくをもってすれば、このていどのなんもんはすぐにかいけつできるだろう。,"With your real strength, this kind of difficulty will be solved soon.",N2,32,0.28
子供の将来を思えばこそ、今はあえて厳しい環境に身を置かせるのだ。,こどものしょうらいをおもえばこそ、いまはあえてきびしいかんきょうにみをおかせるのだ。,"If you think of your child's future, you will be forced to put yourself in a harsh environment now.",N2,32,0.34
彼女が成功したのは、才能もさることながら、人一倍の努力があったからだ。,かのじょがせいこうしたのは、さいのうもさることながら、ひといちばいのどりょくがあったからだ。,"The reason she succeeded was that she had more effort than anyone else, with all her talent.",N2,35,0.31
明日の試合の成否は、君たちのチームワークいかんにかかっている。,あすのしあいのせいひは、きみたちのちーむわーくいかんにかかっている。,The success of tomorrow's game depends on your lack of cooperation.,N2,31,0.23
一度きりのチャンスを逃すまいと、彼は必死に練習に励んだ。,いちどきりのちゃんすをのがすまいと、かれはひっしにれんしゅうにはげんだ。,He tried hard to practice so that he would miss one chance.,N2,28,0.32
合格通知を受け取った途端、彼は嬉しさのあまり泣き崩れた。,ごうかくつうちをうけとったとたん、かれはうれしさのあまりなきくずれた。,"As soon as he received a pass notice, he broke down in joy.",N2,28,0.43
実際に使ってみないことには、そのソフトの真価は判定できない。,じっさいにつかってみないことには、そのそふとのしんかははんていできない。,"To fail to use it in practice, I can't determine the true value of the software.",N2,30,0.23
彼はプロの演奏家だけあって、音色の一つ一つに深みがある。,かれはぷろのえんそうかだけあって、ねいろのひとつひとつにふかみがある。,"He's only a professional musician, and each of the tones has depth.",N2,28,0.32
この地域は冬になると、雪が降るどころか、猛吹雪になることもある。,このちいきはふゆになると、ゆきがふるどころか、もうふぶきになることもある。,"In winter, instead of snowing in this area, it can be a severe snowstorm.",N2,32,0.25
仕事に熱中するあまり、食事を摂ることさえ忘れてしまうことがある。,しごとにねっちゅうするあまり、しょくじをとることさえわすれてしまうことがある。,I get so absorbed in my work that I sometimes forget even to eat.,N2,32,0.25
不注意による事故が絶えないのは、誠に遺憾と言わざるを得ない。,ふちゅういによるじこがたえないのは、まことにいかんといわざるをえない。,I can't help but say that there is no end to careless accidents.,N2,30,0.37
一度嘘をつけば、信用を取り戻すのには長い年月を要するものだ。,いちどうそをつけば、しんようをとりもどすのにはながいとしつきをようするものだ。,"Once you lie, it takes a long time to regain trust.",N2,30,0.37
彼女はまるで天使のような微笑みを浮かべて、私を迎え入れてくれた。,かのじょはまるでてんしのようなほほえみをうかべて、わたくしをむかえいれてくれた。,She smiled as if she were an angel and welcomed me.,N2,32,0.31
この計画案は、修正の余地があるものの、全体的には優れている。,このけいかくあんは、しゅうせいのよちがあるものの、ぜんたいてきにはすぐれている。,"This plan is beyond correction, but in general it is superior.",N2,30,0.37
インターネットの普及に伴って、情報の伝達スピードが劇的に向上した。,いんたーねっとのふきゅうにともなって、じょうほうのでんたつすぴーどがげきてきにこうじょうした。,"With the spread of the Internet, the speed of communication increased dramatically.",N2,33,0.33
彼は何事においても、自分の信念に基づいて行動するタイプだ。,かれはなにごとにおいても、じぶんのしんねんにもとづいてこうどうするたいぷだ。,He is the type of person who acts on his beliefs in everything.,N2,29,0.34
あの店のケーキは、一度食べたら病みつきになること間違いなしだ。,あのみせのけーきは、いちどたべたらやみつきになることまちがいなしだ。,There's no doubt that cake at that store will get sick once you eat it.,N2,31,0.23
彼女は泣き出しそうなのを必死にこらえて、笑顔で別れを告げた。,かのじょはなきだしそうなのをひっしにこらえて、えがおでわかれをつげた。,She was so desperate that she was going to cry that she said goodbye with a smile.,N2,30,0.33
都会の喧騒を離れて、静かな森の中で自分を見つめ直したい。,とかいのけんそうをはなれて、しずかなもりのなかでじぶんをみつめなおしたい。,I want to get rid of the noise in the city and look at myself in the quiet woods.,N2,28,0.43
部長におかれましては、本年も変わらぬご指導をお願い申し上げます。,ぶちょうにおかれましては、ほんねんもかわらぬごしどうをおねがいもうしあげます。,I'd like to ask you for your support this year as well.,N2,32,0.31
彼は怒りっぽい反面、困っている人を見捨てられない優しさも持っている。,かれはおこりっぽいはんめん、こまっているひとをみすてられないやさしさももっている。,"He's angry, but he's also kind enough not to abandon people in need.",N2,34,0.29
明日の天候次第では、屋外でのイベントを中止せざるを得ない。,あすのてんこうしだいでは、おくがいでのいべんとをちゅうしせざるをえない。,"Depending on tomorrow's weather, we have to cancel the events outside the house.",N2,29,0.38
この部屋は、古くて日当たりも悪いものの、家賃の安さが魅力だ。,このへやは、ふるくてひあたりもわるいものの、やちんのやすさがみりょくだ。,"Although this room is old and sunny, it's attractive to have a low rent.",N2,30,0.37
日本に来たからには、日本の文化や歴史を深く学びたいと考えている。,にっぽんにきたからには、にっぽんのぶんかやれきしをふかくまなびたいとかんがえている。,"Having come to Japan, I want to learn a lot about Japanese culture and history.",N2,32,0.38
彼は、まるで全てを予見していたかのように、完璧な対策を講じていた。,かれは、まるですべてをよけんしていたかのように、かんぺきなたいさくをこうじていた。,"He had taken perfect measures, as if he had anticipated everything.",N2,33,0.27
一晩かけて議論し抜いた末に、ようやく合意に達することができた。,いちばんかけてぎろんしぬいたすえに、ようやくごういにたっすることができた。,"After we spent the night discussing it, we finally came to an agreement.",N2,31,0.29
あの時もう少し勇気があれば、今の状況は変わっていたかもしれないのに。,あのときもうすこしゆうきがあれば、いまのじょうきょうはかわっていたかもしれないのに。,"If I had been a little more brave then, the situation might have changed now.",N2,34,0.24
不注意による個人情報の流出は、企業の信頼にかかわる重大な過失だ。,ふちゅういによるこじんじょうほうのりゅうしゅつは、きぎょうのしんらいにかかわるじゅうだいなかしつだ。,The lack of identity due to carelessness is a serious mistake involving corporate trust.,N2,32,0.53
